order_id,user_id,status,created_at,shipped_at,delivered_at,num_of_item,last_updated_ts
119611,95864,Cancelled,2024-04-18 17:36:59.122047 UTC,,,2,2024-04-18 17:36:59.122047 UTC
119612,95864,Cancelled,2024-04-18 17:36:59.122047 UTC,,,1,2024-04-18 17:36:59.122047 UTC
119845,96048,Cancelled,2024-04-18 02:46:00.000000 UTC,,,4,2024-04-18 02:46:00.000000 UTC
120166,96319,Cancelled,2024-04-18 10:30:00.000000 UTC,,,1,2024-04-18 10:30:00.000000 UTC
121227,97196,Cancelled,2024-04-18 09:31:35.265735 UTC,,,1,2024-04-18 09:31:35.265735 UTC
122176,97934,Cancelled,2024-04-18 03:54:54.233853 UTC,,,1,2024-04-18 03:54:54.233853 UTC
122203,97955,Cancelled,2024-04-18 02:48:00.000000 UTC,,,1,2024-04-18 02:48:00.000000 UTC
123997,99409,Cancelled,2024-04-18 00:36:00.000000 UTC,,,1,2024-04-18 00:36:00.000000 UTC
124110,99511,Cancelled,2024-04-18 10:33:34.851380 UTC,,,1,2024-04-18 10:33:34.851380 UTC
124378,99746,Cancelled,2024-04-18 09:47:40.850043 UTC,,,1,2024-04-18 09:47:40.850043 UTC
124541,99877,Cancelled,2024-04-18 16:07:00.000000 UTC,,,4,2024-04-18 16:07:00.000000 UTC
124544,99877,Cancelled,2024-04-18 16:07:00.000000 UTC,,,1,2024-04-18 16:07:00.000000 UTC
167,144,Complete,2024-04-18 07:19:23.069782 UTC,2024-04-21 00:35:23.069782 UTC,2024-04-25 23:58:23.069782 UTC,1,2024-04-18 07:19:23.069782 UTC
897,742,Complete,2024-04-18 10:42:00.000000 UTC,2024-04-18 18:19:00.000000 UTC,2024-04-23 15:39:00.000000 UTC,1,2024-04-18 10:42:00.000000 UTC
1977,1620,Complete,2024-04-18 19:03:03.576783 UTC,2024-04-19 13:26:03.576783 UTC,2024-04-22 01:53:03.576783 UTC,1,2024-04-18 19:03:03.576783 UTC
2395,1948,Complete,2024-04-18 04:47:12.142129 UTC,2024-04-18 07:55:12.142129 UTC,2024-04-18 14:00:12.142129 UTC,2,2024-04-18 04:47:12.142129 UTC
2882,2328,Complete,2024-04-18 15:15:00.000000 UTC,2024-04-18 18:18:00.000000 UTC,2024-04-22 01:57:00.000000 UTC,1,2024-04-18 15:15:00.000000 UTC
2969,2404,Complete,2024-04-18 12:36:00.000000 UTC,2024-04-19 04:18:00.000000 UTC,2024-04-23 14:39:00.000000 UTC,4,2024-04-18 12:36:00.000000 UTC
4522,3658,Complete,2024-04-18 16:26:00.000000 UTC,2024-04-19 22:02:00.000000 UTC,2024-04-23 07:14:00.000000 UTC,1,2024-04-18 16:26:00.000000 UTC
4678,3765,Complete,2024-04-18 01:29:59.731471 UTC,2024-04-20 08:19:59.731471 UTC,2024-04-22 02:01:59.731471 UTC,2,2024-04-18 01:29:59.731471 UTC
5402,4371,Complete,2024-04-18 13:55:00.000000 UTC,2024-04-20 02:36:00.000000 UTC,2024-04-20 09:29:00.000000 UTC,4,2024-04-18 13:55:00.000000 UTC
5872,4758,Complete,2024-04-18 11:22:00.000000 UTC,2024-04-19 19:47:00.000000 UTC,2024-04-20 08:40:00.000000 UTC,1,2024-04-18 11:22:00.000000 UTC
6116,4957,Complete,2024-04-18 13:33:30.736089 UTC,2024-04-21 09:44:30.736089 UTC,2024-04-26 07:26:30.736089 UTC,2,2024-04-18 13:33:30.736089 UTC
7301,5938,Complete,2024-04-18 08:10:58.326329 UTC,2024-04-19 11:08:58.326329 UTC,2024-04-23 07:15:58.326329 UTC,3,2024-04-18 08:10:58.326329 UTC
8599,6968,Complete,2024-04-18 17:44:00.000000 UTC,2024-04-20 18:44:00.000000 UTC,2024-04-22 11:54:00.000000 UTC,1,2024-04-18 17:44:00.000000 UTC
9451,7712,Complete,2024-04-18 18:24:00.000000 UTC,2024-04-20 00:02:00.000000 UTC,2024-04-21 21:22:00.000000 UTC,1,2024-04-18 18:24:00.000000 UTC
10637,8637,Complete,2024-04-18 06:59:08.434408 UTC,2024-04-18 13:28:08.434408 UTC,2024-04-21 05:11:08.434408 UTC,1,2024-04-18 06:59:08.434408 UTC
11080,8987,Complete,2024-04-18 15:08:17.472973 UTC,2024-04-19 08:43:17.472973 UTC,2024-04-21 23:52:17.472973 UTC,1,2024-04-18 15:08:17.472973 UTC
13013,10547,Complete,2024-04-18 03:28:03.210300 UTC,2024-04-19 22:02:03.210300 UTC,2024-04-22 04:07:03.210300 UTC,1,2024-04-18 03:28:03.210300 UTC
13035,10560,Complete,2024-04-18 15:37:04.237924 UTC,2024-04-21 06:35:04.237924 UTC,2024-04-25 21:47:04.237924 UTC,1,2024-04-18 15:37:04.237924 UTC
15214,12286,Complete,2024-04-18 16:35:49.576496 UTC,2024-04-19 00:43:49.576496 UTC,2024-04-20 15:06:49.576496 UTC,2,2024-04-18 16:35:49.576496 UTC
15516,12531,Complete,2024-04-18 01:52:00.000000 UTC,2024-04-19 15:55:00.000000 UTC,2024-04-21 05:24:00.000000 UTC,2,2024-04-18 01:52:00.000000 UTC
15599,12607,Complete,2024-04-18 18:21:57.924743 UTC,2024-04-21 13:36:57.924743 UTC,2024-04-24 18:09:57.924743 UTC,1,2024-04-18 18:21:57.924743 UTC
15660,12652,Complete,2024-04-18 11:15:59.111323 UTC,2024-04-19 07:30:59.111323 UTC,2024-04-20 11:47:59.111323 UTC,1,2024-04-18 11:15:59.111323 UTC
17301,13941,Complete,2024-04-18 02:26:32.951585 UTC,2024-04-20 22:55:32.951585 UTC,2024-04-23 10:52:32.951585 UTC,2,2024-04-18 02:26:32.951585 UTC
18965,15300,Complete,2024-04-18 09:24:00.000000 UTC,2024-04-20 16:23:00.000000 UTC,2024-04-23 18:34:00.000000 UTC,1,2024-04-18 09:24:00.000000 UTC
20563,16571,Complete,2024-04-18 04:22:42.221658 UTC,2024-04-20 13:24:42.221658 UTC,2024-04-23 01:42:42.221658 UTC,1,2024-04-18 04:22:42.221658 UTC
20565,16571,Complete,2024-04-18 04:22:42.221658 UTC,2024-04-18 22:06:42.221658 UTC,2024-04-23 07:13:42.221658 UTC,1,2024-04-18 04:22:42.221658 UTC
20744,16701,Complete,2024-04-18 09:04:45.664709 UTC,2024-04-18 21:33:45.664709 UTC,2024-04-19 02:56:45.664709 UTC,1,2024-04-18 09:04:45.664709 UTC
21583,17372,Complete,2024-04-18 05:11:03.348359 UTC,2024-04-20 09:29:03.348359 UTC,2024-04-22 00:16:03.348359 UTC,3,2024-04-18 05:11:03.348359 UTC
22085,17765,Complete,2024-04-18 04:39:13.642729 UTC,2024-04-18 22:58:13.642729 UTC,2024-04-22 17:34:13.642729 UTC,1,2024-04-18 04:39:13.642729 UTC
22403,18018,Complete,2024-04-18 11:18:20.312295 UTC,2024-04-18 18:26:20.312295 UTC,2024-04-19 06:15:20.312295 UTC,2,2024-04-18 11:18:20.312295 UTC
23221,18656,Complete,2024-04-18 12:55:00.000000 UTC,2024-04-20 01:38:00.000000 UTC,2024-04-24 04:42:00.000000 UTC,1,2024-04-18 12:55:00.000000 UTC
23835,19121,Complete,2024-04-18 09:28:00.000000 UTC,2024-04-21 07:21:00.000000 UTC,2024-04-25 04:29:00.000000 UTC,1,2024-04-18 09:28:00.000000 UTC
24292,19475,Complete,2024-04-18 13:18:58.450240 UTC,2024-04-21 10:40:58.450240 UTC,2024-04-26 05:57:58.450240 UTC,1,2024-04-18 13:18:58.450240 UTC
25747,20611,Complete,2024-04-18 12:10:31.543434 UTC,2024-04-21 00:33:31.543434 UTC,2024-04-21 10:59:31.543434 UTC,1,2024-04-18 12:10:31.543434 UTC
25773,20632,Complete,2024-04-18 04:46:32.099111 UTC,2024-04-19 10:31:32.099111 UTC,2024-04-21 14:43:32.099111 UTC,4,2024-04-18 04:46:32.099111 UTC
26039,20865,Complete,2024-04-18 03:36:38.268318 UTC,2024-04-19 04:14:38.268318 UTC,2024-04-23 09:33:38.268318 UTC,1,2024-04-18 03:36:38.268318 UTC
26395,21167,Complete,2024-04-18 15:18:46.471769 UTC,2024-04-18 16:53:46.471769 UTC,2024-04-21 09:48:46.471769 UTC,1,2024-04-18 15:18:46.471769 UTC
26466,21225,Complete,2024-04-18 04:55:00.000000 UTC,2024-04-19 15:11:00.000000 UTC,2024-04-19 23:56:00.000000 UTC,1,2024-04-18 04:55:00.000000 UTC
26697,21401,Complete,2024-04-18 09:52:52.782235 UTC,2024-04-19 17:01:52.782235 UTC,2024-04-22 16:28:52.782235 UTC,1,2024-04-18 09:52:52.782235 UTC
26816,21504,Complete,2024-04-18 16:17:55.510297 UTC,2024-04-21 14:26:55.510297 UTC,2024-04-22 00:53:55.510297 UTC,1,2024-04-18 16:17:55.510297 UTC
27066,21711,Complete,2024-04-18 05:38:00.000000 UTC,2024-04-20 10:33:00.000000 UTC,2024-04-22 16:23:00.000000 UTC,1,2024-04-18 05:38:00.000000 UTC
29057,23314,Complete,2024-04-18 11:36:00.000000 UTC,2024-04-21 00:18:00.000000 UTC,2024-04-23 11:35:00.000000 UTC,1,2024-04-18 11:36:00.000000 UTC
29384,23574,Complete,2024-04-18 16:07:00.000000 UTC,2024-04-20 11:18:00.000000 UTC,2024-04-23 18:58:00.000000 UTC,1,2024-04-18 16:07:00.000000 UTC
30149,24184,Complete,2024-04-18 17:44:06.961168 UTC,2024-04-19 14:42:06.961168 UTC,2024-04-19 19:32:06.961168 UTC,1,2024-04-18 17:44:06.961168 UTC
30227,24251,Complete,2024-04-18 17:52:08.775626 UTC,2024-04-20 12:54:08.775626 UTC,2024-04-23 04:59:08.775626 UTC,1,2024-04-18 17:52:08.775626 UTC
30657,24626,Complete,2024-04-18 16:47:00.000000 UTC,2024-04-19 18:01:00.000000 UTC,2024-04-22 15:14:00.000000 UTC,1,2024-04-18 16:47:00.000000 UTC
31550,25334,Complete,2024-04-18 17:16:38.024765 UTC,2024-04-18 17:28:38.024765 UTC,2024-04-21 05:28:38.024765 UTC,2,2024-04-18 17:16:38.024765 UTC
31806,25543,Complete,2024-04-18 03:51:43.576065 UTC,2024-04-19 18:40:43.576065 UTC,2024-04-23 15:09:43.576065 UTC,2,2024-04-18 03:51:43.576065 UTC
31827,25556,Complete,2024-04-18 15:20:43.912837 UTC,2024-04-20 04:49:43.912837 UTC,2024-04-23 13:43:43.912837 UTC,1,2024-04-18 15:20:43.912837 UTC
32405,25966,Complete,2024-04-18 17:39:00.000000 UTC,2024-04-21 12:36:00.000000 UTC,2024-04-21 13:58:00.000000 UTC,1,2024-04-18 17:39:00.000000 UTC
33083,26504,Complete,2024-04-18 03:48:00.000000 UTC,2024-04-20 20:23:00.000000 UTC,2024-04-22 16:47:00.000000 UTC,1,2024-04-18 03:48:00.000000 UTC
33140,26549,Complete,2024-04-18 10:17:10.648857 UTC,2024-04-21 10:11:10.648857 UTC,2024-04-22 18:03:10.648857 UTC,2,2024-04-18 10:17:10.648857 UTC
33407,26766,Complete,2024-04-18 06:18:16.370314 UTC,2024-04-20 05:56:16.370314 UTC,2024-04-22 02:17:16.370314 UTC,1,2024-04-18 06:18:16.370314 UTC
33592,26927,Complete,2024-04-18 00:59:20.649195 UTC,2024-04-19 08:39:20.649195 UTC,2024-04-23 06:40:20.649195 UTC,1,2024-04-18 00:59:20.649195 UTC
34678,27784,Complete,2024-04-18 06:15:43.793864 UTC,2024-04-18 11:11:43.793864 UTC,2024-04-22 10:59:43.793864 UTC,1,2024-04-18 06:15:43.793864 UTC
36345,29115,Complete,2024-04-18 09:32:19.630369 UTC,2024-04-19 14:26:19.630369 UTC,2024-04-21 04:57:19.630369 UTC,1,2024-04-18 09:32:19.630369 UTC
36569,29292,Complete,2024-04-18 09:57:24.360691 UTC,2024-04-20 12:21:24.360691 UTC,2024-04-21 18:41:24.360691 UTC,1,2024-04-18 09:57:24.360691 UTC
39258,31473,Complete,2024-04-18 15:46:00.000000 UTC,2024-04-21 09:03:00.000000 UTC,2024-04-25 04:29:00.000000 UTC,1,2024-04-18 15:46:00.000000 UTC
41825,33520,Complete,2024-04-18 06:38:00.000000 UTC,2024-04-21 00:21:00.000000 UTC,2024-04-23 06:22:00.000000 UTC,3,2024-04-18 06:38:00.000000 UTC
42428,34012,Complete,2024-04-18 12:10:48.022840 UTC,2024-04-19 01:09:48.022840 UTC,2024-04-23 00:57:48.022840 UTC,3,2024-04-18 12:10:48.022840 UTC
42430,34012,Complete,2024-04-18 12:10:48.022840 UTC,2024-04-18 20:05:48.022840 UTC,2024-04-20 19:07:48.022840 UTC,1,2024-04-18 12:10:48.022840 UTC
42653,34201,Complete,2024-04-18 00:52:52.953656 UTC,2024-04-18 11:42:52.953656 UTC,2024-04-19 13:36:52.953656 UTC,1,2024-04-18 00:52:52.953656 UTC
42983,34477,Complete,2024-04-18 13:23:00.000000 UTC,2024-04-20 09:06:00.000000 UTC,2024-04-21 17:57:00.000000 UTC,2,2024-04-18 13:23:00.000000 UTC
43507,34897,Complete,2024-04-18 08:53:00.000000 UTC,2024-04-19 14:34:00.000000 UTC,2024-04-21 14:09:00.000000 UTC,2,2024-04-18 08:53:00.000000 UTC
43554,34931,Complete,2024-04-18 18:20:00.000000 UTC,2024-04-19 12:13:00.000000 UTC,2024-04-19 20:01:00.000000 UTC,1,2024-04-18 18:20:00.000000 UTC
44251,35492,Complete,2024-04-18 03:09:27.275030 UTC,2024-04-20 01:01:27.275030 UTC,2024-04-23 19:35:27.275030 UTC,1,2024-04-18 03:09:27.275030 UTC
44343,35570,Complete,2024-04-18 05:55:00.000000 UTC,2024-04-21 00:01:00.000000 UTC,2024-04-21 16:57:00.000000 UTC,1,2024-04-18 05:55:00.000000 UTC
46489,37290,Complete,2024-04-18 09:56:15.400206 UTC,2024-04-18 21:26:15.400206 UTC,2024-04-19 22:56:15.400206 UTC,4,2024-04-18 09:56:15.400206 UTC
46924,37632,Complete,2024-04-18 02:32:00.000000 UTC,2024-04-21 00:25:00.000000 UTC,2024-04-22 21:58:00.000000 UTC,4,2024-04-18 02:32:00.000000 UTC
47856,38413,Complete,2024-04-18 18:44:44.959928 UTC,2024-04-21 08:45:44.959928 UTC,2024-04-21 18:23:44.959928 UTC,1,2024-04-18 18:44:44.959928 UTC
48911,39257,Complete,2024-04-18 04:15:06.818586 UTC,2024-04-19 16:18:06.818586 UTC,2024-04-23 22:52:06.818586 UTC,1,2024-04-18 04:15:06.818586 UTC
48912,39257,Complete,2024-04-18 04:15:06.818586 UTC,2024-04-19 21:30:06.818586 UTC,2024-04-21 16:52:06.818586 UTC,1,2024-04-18 04:15:06.818586 UTC
49434,39679,Complete,2024-04-18 15:46:17.572328 UTC,2024-04-20 11:32:17.572328 UTC,2024-04-24 23:11:17.572328 UTC,2,2024-04-18 15:46:17.572328 UTC
49849,40005,Complete,2024-04-18 10:46:00.000000 UTC,2024-04-18 23:08:00.000000 UTC,2024-04-21 02:07:00.000000 UTC,1,2024-04-18 10:46:00.000000 UTC
52038,41714,Complete,2024-04-18 02:26:10.149634 UTC,2024-04-20 04:47:10.149634 UTC,2024-04-24 18:12:10.149634 UTC,1,2024-04-18 02:26:10.149634 UTC
52595,42182,Complete,2024-04-18 09:36:22.088638 UTC,2024-04-19 03:36:22.088638 UTC,2024-04-19 18:34:22.088638 UTC,2,2024-04-18 09:36:22.088638 UTC
53186,42662,Complete,2024-04-18 02:25:34.484932 UTC,2024-04-19 19:20:34.484932 UTC,2024-04-24 07:21:34.484932 UTC,1,2024-04-18 02:25:34.484932 UTC
53447,42864,Complete,2024-04-18 03:00:00.000000 UTC,2024-04-19 13:29:00.000000 UTC,2024-04-20 23:00:00.000000 UTC,1,2024-04-18 03:00:00.000000 UTC
