order_id,user_id,status,created_at,shipped_at,delivered_at,num_of_item
29734,23602,Cancelled,2024-04-01 01:22:00.000000 UTC,,,1
29928,23769,Cancelled,2024-04-09 06:37:12.485725 UTC,,,1
30179,23972,Cancelled,2024-04-08 09:18:17.312750 UTC,,,1
30797,24455,Cancelled,2024-04-09 15:17:28.946286 UTC,,,2
30798,24455,Cancelled,2024-04-10 15:17:28.946286 UTC,,,1
31016,24640,Cancelled,2024-04-01 12:11:00.000000 UTC,,,4
31323,24885,Cancelled,2024-04-04 01:00:00.000000 UTC,,,1
31564,25090,Cancelled,2024-04-12 17:56:43.984098 UTC,,,1
31588,25112,Cancelled,2024-04-01 11:32:00.000000 UTC,,,1
31861,25309,Cancelled,2024-04-07 07:19:00.000000 UTC,,,2
31990,25414,Cancelled,2024-04-10 08:34:51.754981 UTC,,,1
32120,25516,Cancelled,2024-04-08 01:27:00.000000 UTC,,,2
32322,25662,Cancelled,2024-04-10 06:35:57.807642 UTC,,,1
32324,25662,Cancelled,2024-04-10 06:35:57.807642 UTC,,,2
32547,25836,Cancelled,2024-04-11 18:31:02.182629 UTC,,,1
32548,25836,Cancelled,2024-04-11 18:31:02.182629 UTC,,,1
33195,26345,Cancelled,2024-04-02 15:39:00.000000 UTC,,,1
33231,26374,Cancelled,2024-04-10 09:18:15.337508 UTC,,,2
33582,26661,Cancelled,2024-04-04 15:09:00.000000 UTC,,,1
33643,26716,Cancelled,2024-04-09 17:37:23.593926 UTC,,,1
33800,26848,Cancelled,2024-04-12 04:37:26.705038 UTC,,,1
33801,26848,Cancelled,2024-04-12 04:37:26.705038 UTC,,,1
35174,27937,Cancelled,2024-04-10 18:25:00.000000 UTC,,,1
35379,28082,Cancelled,2024-04-08 16:35:00.000000 UTC,,,2
35796,28414,Cancelled,2024-04-11 16:56:05.134105 UTC,,,3
36158,28694,Cancelled,2024-04-10 17:20:12.103592 UTC,,,1
36217,28736,Cancelled,2024-04-06 15:09:00.000000 UTC,,,1
36360,28842,Cancelled,2024-04-07 15:41:15.777795 UTC,,,1
36361,28842,Cancelled,2024-04-09 15:41:15.777795 UTC,,,2
36409,28877,Cancelled,2024-04-12 02:57:16.708962 UTC,,,2
36467,28922,Cancelled,2024-04-10 06:42:00.000000 UTC,,,1
36986,29326,Cancelled,2024-04-03 18:53:00.000000 UTC,,,1
37021,29366,Cancelled,2024-04-10 02:24:28.690018 UTC,,,2
37334,29628,Cancelled,2024-04-10 02:23:34.933454 UTC,,,1
37414,29692,Cancelled,2024-04-11 19:11:36.380911 UTC,,,1
37574,29815,Cancelled,2024-04-11 18:14:39.265279 UTC,,,2
37667,29883,Cancelled,2024-04-10 18:18:40.911119 UTC,,,2
37797,29983,Cancelled,2024-04-09 05:58:00.000000 UTC,,,2
38190,30320,Cancelled,2024-04-12 06:50:51.417942 UTC,,,1
38344,30443,Cancelled,2024-04-10 18:03:00.000000 UTC,,,2
38898,30874,Cancelled,2024-04-10 18:21:04.496228 UTC,,,1
39006,30948,Cancelled,2024-04-03 07:31:00.000000 UTC,,,1
39078,30999,Cancelled,2024-04-10 10:44:07.495794 UTC,,,1
39115,31034,Cancelled,2024-04-08 14:12:00.000000 UTC,,,1
39262,31163,Cancelled,2024-04-11 12:18:11.349519 UTC,,,1
39354,31239,Cancelled,2024-04-05 01:11:00.000000 UTC,,,1
39554,31410,Cancelled,2024-04-07 15:15:00.000000 UTC,,,1
39709,31541,Cancelled,2024-04-09 06:05:20.451046 UTC,,,1
39961,31746,Cancelled,2024-04-10 16:37:25.419634 UTC,,,2
39982,31757,Cancelled,2024-04-09 01:36:25.676271 UTC,,,4
40078,31832,Cancelled,2024-04-10 09:27:00.000000 UTC,,,1
41284,32807,Cancelled,2024-04-09 03:23:00.000000 UTC,,,3
41286,32807,Cancelled,2024-04-07 03:23:00.000000 UTC,,,1
41925,33333,Cancelled,2024-04-09 02:03:03.472767 UTC,,,3
42002,33394,Cancelled,2024-04-07 10:40:00.000000 UTC,,,1
42076,33454,Cancelled,2024-04-10 07:29:06.392741 UTC,,,1
43083,34261,Cancelled,2024-04-09 07:10:00.000000 UTC,,,1
43255,34390,Cancelled,2024-04-07 05:12:29.136951 UTC,,,2
43257,34390,Cancelled,2024-04-08 05:12:29.136951 UTC,,,1
43488,34575,Cancelled,2024-04-10 18:30:33.641300 UTC,,,1
44231,35137,Cancelled,2024-04-04 16:08:00.000000 UTC,,,1
44340,35220,Cancelled,2024-04-11 02:42:49.089543 UTC,,,4
44357,35229,Cancelled,2024-04-08 09:01:49.309214 UTC,,,1
44359,35231,Cancelled,2024-04-04 08:02:00.000000 UTC,,,1
44511,35354,Cancelled,2024-04-10 03:34:52.346277 UTC,,,1
44825,35598,Cancelled,2024-04-01 00:44:00.000000 UTC,,,1
44904,35649,Cancelled,2024-04-06 12:45:00.000000 UTC,,,1
44907,35653,Cancelled,2024-04-09 18:53:00.000000 UTC,,,3
44938,35671,Cancelled,2024-04-10 14:08:59.891704 UTC,,,2
44977,35707,Cancelled,2024-04-08 14:18:00.756734 UTC,,,2
45508,36109,Cancelled,2024-04-10 06:30:10.399394 UTC,,,4
46717,37101,Cancelled,2024-04-10 00:41:37.362893 UTC,,,1
46718,37101,Cancelled,2024-04-09 00:41:37.362893 UTC,,,2
46742,37119,Cancelled,2024-04-01 03:51:00.000000 UTC,,,1
46941,37288,Cancelled,2024-04-09 07:49:00.000000 UTC,,,1
47511,37746,Cancelled,2024-04-10 14:44:00.000000 UTC,,,1
47658,37869,Cancelled,2024-04-12 02:01:55.831822 UTC,,,1
47764,37947,Cancelled,2024-04-10 10:53:00.000000 UTC,,,1
48015,38149,Cancelled,2024-04-08 07:18:00.000000 UTC,,,1
48214,38320,Cancelled,2024-04-10 12:30:06.885418 UTC,,,1
48219,38324,Cancelled,2024-04-07 09:37:00.000000 UTC,,,2
48409,38475,Cancelled,2024-04-10 00:24:10.713307 UTC,,,1
48716,38711,Cancelled,2024-04-12 01:29:16.497743 UTC,,,1
48858,38821,Cancelled,2024-04-04 13:13:00.000000 UTC,,,1
49030,38949,Cancelled,2024-04-12 07:01:22.257738 UTC,,,1
49449,39281,Cancelled,2024-04-09 09:05:00.000000 UTC,,,1
49473,39306,Cancelled,2024-04-10 01:50:30.611070 UTC,,,1
49677,39485,Cancelled,2024-04-10 01:43:34.855833 UTC,,,1
50202,39890,Cancelled,2024-04-03 14:37:00.000000 UTC,,,1
50324,39989,Cancelled,2024-04-12 08:13:46.810597 UTC,,,2
50634,40230,Cancelled,2024-04-10 09:31:52.678455 UTC,,,1
50811,40369,Cancelled,2024-04-08 17:03:00.000000 UTC,,,1
50942,40466,Cancelled,2024-04-08 01:26:58.397224 UTC,,,1
50943,40466,Cancelled,2024-04-07 01:26:58.397224 UTC,,,1
51175,40645,Cancelled,2024-04-10 06:24:02.709950 UTC,,,1
51540,40933,Cancelled,2024-04-11 17:35:09.815743 UTC,,,1
51541,40933,Cancelled,2024-04-11 17:35:09.815743 UTC,,,1
51795,41165,Cancelled,2024-04-10 17:14:15.507794 UTC,,,1
51796,41165,Cancelled,2024-04-10 17:14:15.507794 UTC,,,1
52011,41339,Cancelled,2024-04-08 07:51:00.000000 UTC,,,1
52061,41378,Cancelled,2024-04-07 05:30:00.000000 UTC,,,2
52349,41619,Cancelled,2024-04-10 04:30:26.388896 UTC,,,4
52473,41719,Cancelled,2024-04-10 15:53:29.857676 UTC,,,2
52525,41760,Cancelled,2024-04-01 10:41:00.000000 UTC,,,1
52809,41996,Cancelled,2024-04-11 06:31:40.507611 UTC,,,2
52812,41996,Cancelled,2024-04-11 06:31:40.507611 UTC,,,1
53231,42328,Cancelled,2024-04-10 16:54:53.569992 UTC,,,1
53504,42537,Cancelled,2024-04-10 18:27:00.000000 UTC,,,1
53769,42756,Cancelled,2024-04-03 13:59:00.000000 UTC,,,1
53913,42873,Cancelled,2024-04-11 05:37:10.109264 UTC,,,1
54557,43394,Cancelled,2024-04-06 15:18:00.000000 UTC,,,2
54572,43408,Cancelled,2024-04-09 09:32:00.000000 UTC,,,1
54935,43706,Cancelled,2024-04-03 08:51:00.000000 UTC,,,1
55030,43784,Cancelled,2024-04-07 10:56:00.000000 UTC,,,2
55101,43846,Cancelled,2024-04-09 10:29:34.072856 UTC,,,1
55171,43896,Cancelled,2024-04-02 11:37:00.000000 UTC,,,1
55222,43943,Cancelled,2024-04-09 17:36:00.000000 UTC,,,1
55376,44073,Cancelled,2024-04-09 01:11:39.365672 UTC,,,2
55551,44198,Cancelled,2024-04-02 00:19:00.000000 UTC,,,1
55561,44209,Cancelled,2024-04-01 14:07:00.000000 UTC,,,1
55758,44363,Cancelled,2024-04-09 10:13:00.000000 UTC,,,2
56148,44669,Cancelled,2024-04-08 01:23:00.000000 UTC,,,1
56327,44825,Cancelled,2024-04-11 08:42:57.041886 UTC,,,3
56629,45063,Cancelled,2024-04-08 18:39:02.735170 UTC,,,1
56690,45108,Cancelled,2024-04-09 02:08:00.000000 UTC,,,2
56720,45127,Cancelled,2024-04-10 11:25:00.000000 UTC,,,1
56736,45138,Cancelled,2024-04-11 17:01:04.508579 UTC,,,1
56903,45269,Cancelled,2024-04-11 18:04:00.000000 UTC,,,2
56905,45274,Cancelled,2024-04-10 18:19:00.000000 UTC,,,1
56934,45296,Cancelled,2024-04-02 10:16:00.000000 UTC,,,1
56978,45335,Cancelled,2024-04-10 16:07:09.070865 UTC,,,1
56979,45335,Cancelled,2024-04-09 16:07:09.070865 UTC,,,1
57348,45629,Cancelled,2024-04-08 13:44:15.991935 UTC,,,2
57566,45813,Cancelled,2024-04-11 16:05:20.375901 UTC,,,1
57663,45895,Cancelled,2024-04-01 05:19:00.000000 UTC,,,1
57762,45987,Cancelled,2024-04-06 12:52:00.000000 UTC,,,1
57825,46047,Cancelled,2024-04-03 17:35:00.000000 UTC,,,1
57934,46130,Cancelled,2024-04-09 16:39:00.000000 UTC,,,1
58261,46395,Cancelled,2024-04-05 14:32:00.000000 UTC,,,3
58314,46433,Cancelled,2024-04-12 05:57:00.000000 UTC,,,1
58324,46443,Cancelled,2024-04-10 13:34:00.000000 UTC,,,1
58403,46496,Cancelled,2024-04-10 09:57:36.845163 UTC,,,1
58611,46650,Cancelled,2024-04-04 10:57:00.000000 UTC,,,1
58864,46845,Cancelled,2024-04-01 17:49:00.000000 UTC,,,1
58990,46951,Cancelled,2024-04-08 02:24:47.483983 UTC,,,2
59010,46959,Cancelled,2024-04-09 08:14:00.000000 UTC,,,2
59154,47065,Cancelled,2024-04-12 12:58:00.000000 UTC,,,2
59199,47102,Cancelled,2024-04-06 05:31:00.000000 UTC,,,1
59343,47229,Cancelled,2024-04-10 17:15:53.987237 UTC,,,2
59401,47276,Cancelled,2024-04-08 02:53:00.000000 UTC,,,1
59978,47734,Cancelled,2024-04-03 14:27:00.000000 UTC,,,1
60009,47756,Cancelled,2024-04-08 15:04:06.514934 UTC,,,3
60055,47798,Cancelled,2024-04-09 15:52:07.497954 UTC,,,1
60613,48255,Cancelled,2024-04-04 08:25:00.000000 UTC,,,1
60983,48545,Cancelled,2024-04-07 04:41:00.000000 UTC,,,1
61474,48941,Cancelled,2024-04-12 08:39:33.897655 UTC,,,3
61788,49198,Cancelled,2024-04-09 13:53:00.000000 UTC,,,1
62141,49496,Cancelled,2024-04-09 07:15:00.000000 UTC,,,1
62327,49642,Cancelled,2024-04-08 17:37:50.214192 UTC,,,2
63097,50239,Cancelled,2024-04-07 06:25:00.000000 UTC,,,1
64007,50890,Cancelled,2024-04-08 06:55:19.707600 UTC,,,1
64530,51289,Cancelled,2024-04-04 04:25:00.000000 UTC,,,1
64694,51426,Cancelled,2024-04-10 17:01:32.356503 UTC,,,2
64849,51541,Cancelled,2024-04-08 14:45:35.132436 UTC,,,2
64857,51548,Cancelled,2024-04-03 09:04:00.000000 UTC,,,2
64867,51554,Cancelled,2024-04-07 15:29:35.449222 UTC,,,1
65238,51872,Cancelled,2024-04-11 14:58:42.721516 UTC,,,1
65276,51903,Cancelled,2024-04-10 12:34:43.421805 UTC,,,1
65348,51963,Cancelled,2024-04-10 10:54:00.000000 UTC,,,1
65831,52358,Cancelled,2024-04-10 10:16:53.989621 UTC,,,1
66328,52739,Cancelled,2024-04-08 01:07:00.000000 UTC,,,4
67057,53297,Cancelled,2024-04-12 06:36:15.776782 UTC,,,1
67276,53467,Cancelled,2024-04-11 05:01:19.816300 UTC,,,1
67397,53579,Cancelled,2024-04-11 10:10:22.450371 UTC,,,1
67515,53673,Cancelled,2024-04-03 11:39:00.000000 UTC,,,2
68178,54243,Cancelled,2024-04-09 13:07:37.917882 UTC,,,2
68302,54341,Cancelled,2024-04-10 05:42:40.270616 UTC,,,1
68316,54353,Cancelled,2024-04-04 18:01:00.000000 UTC,,,2
68911,54805,Cancelled,2024-04-07 01:02:00.000000 UTC,,,1
68992,54871,Cancelled,2024-04-01 14:34:00.000000 UTC,,,4
69191,55032,Cancelled,2024-04-12 11:53:56.159610 UTC,,,1
69474,55239,Cancelled,2024-04-04 12:36:00.000000 UTC,,,2
69685,55420,Cancelled,2024-04-11 08:13:05.333357 UTC,,,1
69703,55432,Cancelled,2024-04-03 16:45:00.000000 UTC,,,2
70011,55679,Cancelled,2024-04-01 09:49:00.000000 UTC,,,1
70580,56143,Cancelled,2024-04-09 14:44:00.000000 UTC,,,1
70721,56259,Cancelled,2024-04-10 07:06:25.214897 UTC,,,4
70797,56320,Cancelled,2024-04-03 05:36:00.000000 UTC,,,2
71104,56556,Cancelled,2024-04-12 00:46:32.074692 UTC,,,1
71132,56578,Cancelled,2024-04-05 04:01:00.000000 UTC,,,2
71295,56722,Cancelled,2024-04-10 06:39:35.936185 UTC,,,1
71346,56757,Cancelled,2024-04-08 06:32:00.000000 UTC,,,1
71347,56757,Cancelled,2024-04-05 06:32:00.000000 UTC,,,1
71432,56823,Cancelled,2024-04-10 11:49:38.239768 UTC,,,1
71692,57031,Cancelled,2024-04-09 09:05:00.000000 UTC,,,1
71815,57124,Cancelled,2024-04-10 04:44:45.059840 UTC,,,1
71969,57246,Cancelled,2024-04-10 01:38:00.000000 UTC,,,1
72006,57277,Cancelled,2024-04-08 12:02:00.000000 UTC,,,1
72400,57619,Cancelled,2024-04-01 00:32:00.000000 UTC,,,4
73215,58258,Cancelled,2024-04-10 04:54:11.462994 UTC,,,1
73749,58687,Cancelled,2024-04-10 04:34:21.729110 UTC,,,1
73953,58852,Cancelled,2024-04-07 07:45:00.000000 UTC,,,1
73998,58888,Cancelled,2024-04-09 10:26:00.000000 UTC,,,1
74197,59037,Cancelled,2024-04-10 00:52:00.000000 UTC,,,1
74526,59303,Cancelled,2024-04-04 14:37:00.000000 UTC,,,1
74690,59433,Cancelled,2024-04-08 06:51:00.000000 UTC,,,1
75356,59957,Cancelled,2024-04-03 03:52:00.000000 UTC,,,1
75526,60076,Cancelled,2024-04-08 03:07:54.521978 UTC,,,4
75541,60085,Cancelled,2024-04-10 18:19:00.000000 UTC,,,1
75560,60099,Cancelled,2024-04-11 06:30:55.078646 UTC,,,1
75673,60192,Cancelled,2024-04-05 07:33:00.000000 UTC,,,1
76017,60461,Cancelled,2024-04-10 17:58:00.000000 UTC,,,4
76090,60524,Cancelled,2024-04-12 07:18:05.136274 UTC,,,1
76130,60552,Cancelled,2024-04-09 01:06:00.000000 UTC,,,2
76453,60810,Cancelled,2024-04-06 10:16:00.000000 UTC,,,1
76568,60912,Cancelled,2024-04-12 11:21:14.119003 UTC,,,1
76584,60926,Cancelled,2024-04-03 13:47:00.000000 UTC,,,1
76694,61016,Cancelled,2024-04-01 00:56:00.000000 UTC,,,1
76827,61114,Cancelled,2024-04-05 11:05:00.000000 UTC,,,1
76997,61244,Cancelled,2024-04-10 16:42:22.011699 UTC,,,2
77449,61599,Cancelled,2024-04-01 10:46:00.000000 UTC,,,2
77477,61622,Cancelled,2024-04-06 14:53:00.000000 UTC,,,3
77526,61649,Cancelled,2024-04-10 02:16:31.470938 UTC,,,2
77710,61792,Cancelled,2024-04-01 13:39:00.000000 UTC,,,1
78260,62224,Cancelled,2024-04-09 03:32:45.012263 UTC,,,1
79076,62884,Cancelled,2024-04-06 16:17:00.000000 UTC,,,2
79491,63229,Cancelled,2024-04-07 03:42:00.000000 UTC,,,1
79725,63400,Cancelled,2024-04-09 06:22:12.610116 UTC,,,1
80378,63921,Cancelled,2024-04-10 17:38:25.036107 UTC,,,4
80446,63973,Cancelled,2024-04-09 03:04:26.253977 UTC,,,1
80447,63973,Cancelled,2024-04-09 03:04:26.253977 UTC,,,1
80678,64161,Cancelled,2024-04-09 12:56:00.000000 UTC,,,4
80899,64350,Cancelled,2024-04-10 01:20:35.041900 UTC,,,2
80929,64372,Cancelled,2024-04-07 01:52:35.563268 UTC,,,1
81035,64454,Cancelled,2024-04-06 10:33:00.000000 UTC,,,1
81201,64583,Cancelled,2024-04-07 09:36:00.000000 UTC,,,1
81357,64716,Cancelled,2024-04-12 15:15:43.392414 UTC,,,1
81364,64724,Cancelled,2024-04-11 05:57:43.567475 UTC,,,1
81461,64808,Cancelled,2024-04-04 07:06:00.000000 UTC,,,1
81575,64891,Cancelled,2024-04-12 16:11:47.588696 UTC,,,1
81590,64897,Cancelled,2024-04-02 00:04:00.000000 UTC,,,1
81600,64905,Cancelled,2024-04-06 03:47:00.000000 UTC,,,1
81673,64963,Cancelled,2024-04-10 15:23:49.312248 UTC,,,1
81843,65082,Cancelled,2024-04-10 14:46:52.130385 UTC,,,4
82235,65429,Cancelled,2024-04-08 05:09:00.000000 UTC,,,1
82712,65801,Cancelled,2024-04-04 10:21:00.000000 UTC,,,4
82971,66014,Cancelled,2024-04-11 09:59:13.845792 UTC,,,1
83056,66080,Cancelled,2024-04-12 01:42:00.000000 UTC,,,1
83854,66724,Cancelled,2024-04-09 02:03:30.810497 UTC,,,1
84324,67090,Cancelled,2024-04-04 15:22:00.000000 UTC,,,1
84344,67108,Cancelled,2024-04-09 15:42:39.678016 UTC,,,1
84727,67435,Cancelled,2024-04-09 03:27:47.245364 UTC,,,1
84728,67435,Cancelled,2024-04-10 03:27:47.245364 UTC,,,4
84730,67437,Cancelled,2024-04-06 13:05:00.000000 UTC,,,3
84808,67512,Cancelled,2024-04-10 03:52:48.936687 UTC,,,3
84899,67585,Cancelled,2024-04-03 16:45:00.000000 UTC,,,1
84945,67631,Cancelled,2024-04-11 00:34:51.683069 UTC,,,1
85299,67886,Cancelled,2024-04-11 07:10:57.686485 UTC,,,2
85477,68041,Cancelled,2024-04-10 15:06:00.000000 UTC,,,1
85888,68358,Cancelled,2024-04-04 01:47:00.000000 UTC,,,1
86345,68722,Cancelled,2024-04-09 13:00:17.664369 UTC,,,1
86610,68940,Cancelled,2024-04-05 05:59:00.000000 UTC,,,1
86862,69133,Cancelled,2024-04-01 01:13:00.000000 UTC,,,2
87282,69463,Cancelled,2024-04-10 08:08:42.096274 UTC,,,2
87328,69501,Cancelled,2024-04-09 18:24:00.000000 UTC,,,1
87509,69639,Cancelled,2024-04-02 04:01:00.000000 UTC,,,1
87546,69666,Cancelled,2024-04-10 10:45:00.000000 UTC,,,1
88187,70174,Cancelled,2024-04-10 05:45:01.261397 UTC,,,1
88332,70292,Cancelled,2024-04-10 09:02:04.065913 UTC,,,4
88414,70352,Cancelled,2024-04-08 17:18:05.449093 UTC,,,1
88795,70645,Cancelled,2024-04-11 19:14:12.328678 UTC,,,1
88797,70645,Cancelled,2024-04-11 19:14:12.328678 UTC,,,2
89118,70900,Cancelled,2024-04-01 04:37:00.000000 UTC,,,1
89232,70998,Cancelled,2024-04-06 11:01:00.000000 UTC,,,1
89379,71124,Cancelled,2024-04-10 08:25:00.000000 UTC,,,2
